id,name,category,description,eligibility,address,lat,lng,hours,phone,website,walk_in,last_verified
2046,Open Door Financial Assistance Center,financial,"Free and low-cost credit counseling, debt management plans, and financial literacy classes. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Free consultation; sliding scale for ongoing services,"6411 Cullen Blvd, Houston, TX, 77033",29.623716,-95.388983,Mon-Sat 08:00-16:00,713-751-4228,,0.0,2026-07-05
2047,Anchor Economic Support Program,financial,"IRS-certified volunteers provide free tax preparation for low- to moderate-income filers. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.","Household income under ~$67,000; seasonal Jan-Apr","7166 Elm St, Houston, TX, 77086",29.886631,-95.332853,Mon-Fri 10:00-19:00,713-327-5920,,0.0,2026-07-05
2048,Evergreen Financial Wellness Center,financial,"Free help applying for SNAP, Medicaid, and other public benefits programs. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Free; open to all; income verification may be required for benefits,"6791 Antoine Dr, Houston, TX, 77052",29.819563,-95.353476,Mon-Fri 08:00-18:00,713-630-7211,,1.0,2026-07-05
2049,Horizon Financial Assistance Center,financial,"One-time emergency cash grants for households facing a sudden financial crisis. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Income-based; documentation of crisis required,"9424 Gessner Rd, Houston, TX, 77052",29.774781,-95.519678,24/7,713-415-8043,,0.0,2026-07-05
2050,Lighthouse Financial Assistance Center,financial,"Down payment assistance and homebuyer education classes for qualifying first-time buyers. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",First-time buyers; income limits apply,"7718 Lockwood Dr, Houston, TX, 77057",29.813088,-95.366448,Mon-Fri 10:00-19:00,713-373-2389,,0.0,2026-07-05
2051,Foothill Assistance Network,financial,"Microloans and free business counseling for low-income entrepreneurs. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Must complete business counseling; income-based loan terms,"8545 Antoine Dr, Houston, TX, 77012",29.855927,-95.294459,Mon-Fri 10:00-19:00,713-517-4680,,1.0,2026-07-05
2052,Harbor Economic Support Program,financial,"Structured debt repayment plans negotiated with creditors on the client's behalf. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Free enrollment consultation; program fee may apply,"2514 Main St, Houston, TX, 77006",29.683853,-95.377259,Mon-Fri 09:00-17:00,713-666-7790,,1.0,2026-07-05
2053,Evergreen Assistance Network,financial,"Helps unbanked residents open low-fee, no-overdraft checking accounts at partner banks. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Free; open to unbanked/underbanked residents,"6391 Hillcroft Ave, Houston, TX, 77052",29.683595,-95.322983,Mon-Fri 09:00-17:00,713-968-2746,,0.0,2026-07-05
2054,Serenity Financial Assistance Center,financial,"Financial counseling and emergency grants for households recovering from a natural disaster. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Must be in a declared disaster area,"3685 Fondren Rd, Houston, TX, 77090",29.765787,-95.504734,Mon-Fri 08:00-18:00,713-324-8478,,1.0,2026-07-05
2055,Horizon Financial Wellness Center,financial,"Free consultation for seniors who suspect they've been targeted by financial scams or exploitation. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Ages 60+; free and confidential,"7712 Antoine Dr, Houston, TX, 77097",29.877828,-95.336004,Mon-Fri 10:00-19:00,713-716-7991,,0.0,2026-07-05
2056,Alcove Childcare Assistance Network,childcare,"Helps low-income families access subsidized childcare slots at partner daycare centers citywide. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Income under 185% federal poverty line; must be employed or in school,"2707 Hillcroft Ave, Houston, TX, 77058",29.688157,-95.445628,Mon-Fri 10:00-19:00,713-483-9540,,0.0,2026-07-05
2057,Bridgepoint Family Support Program,childcare,"Free parenting classes, childcare referrals, and diaper distribution for new and expecting parents. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Free; open to all parents and caregivers,"4019 Telephone Rd, Houston, TX, 77057",29.633645,-95.434082,24/7,713-543-6238,,1.0,2026-07-05
2058,Haven Family Resource Center,childcare,"Free early childhood education and family support services for infants, toddlers, and pregnant women. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Income-based; pregnant women and children under 3,"2367 Westheimer Rd, Houston, TX, 77030",29.725311,-95.473958,Mon-Fri 08:00-18:00,713-265-7797,,0.0,2026-07-05
2059,New Leaf Parent & Child Center,childcare,"Free diapers and baby wipes distributed monthly to families in need. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Household with children under 3; income-based,"5521 Lockwood Dr, Houston, TX, 77054",29.62908,-95.269933,"Tue,Thu 09:00-13:00",713-988-1320,,0.0,2026-07-05
2060,Open Door Early Learning Program,childcare,"Free in-home visits from a nurse or parent educator for first-time parents. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",First-time parents; enrollment during pregnancy or infancy preferred,"7914 Main St, Houston, TX, 77046",29.699984,-95.402804,"Tue,Thu 09:00-13:00",713-751-9947,,1.0,2026-07-05
2061,Horizon Family Resource Center,childcare,"Free after-school care and tutoring for school-age children of working parents. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",School-age children; parent must be employed or in school,"8099 Airline Dr, Houston, TX, 77035",29.741151,-95.511093,24/7,713-884-7624,,1.0,2026-07-05
2062,Mosaic Childcare Assistance Network,childcare,"Parenting classes, childcare, and educational support specifically for teen parents. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Parents under age 20,"7757 Westheimer Rd, Houston, TX, 77080",29.770637,-95.247721,Mon-Sat 08:00-16:00,713-777-1444,,1.0,2026-07-05
2063,Alcove Early Learning Program,childcare,"Short-term free childcare to give parents and caregivers of children with disabilities a break. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Families of children with disabilities or special needs,"7122 Westheimer Rd, Houston, TX, 77060",29.664919,-95.441753,24/7,713-416-8449,,0.0,2026-07-05
2064,Unity Parent & Child Center,childcare,"One-stop center connecting families to childcare, health, and housing resources. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Free; open to all families,"5629 Wayside Dr, Houston, TX, 77036",29.836003,-95.270223,24/7,713-283-8705,,1.0,2026-07-05
2065,Compass Early Learning Program,childcare,"Free phone service helping parents find licensed childcare providers in their area. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Free; open to all,"8937 Oak Ave, Houston, TX, 77045",29.677667,-95.499214,Mon-Fri 10:00-19:00,713-241-1508,,1.0,2026-07-05
2066,Guiding Star Childcare Assistance Network,childcare,"Support groups and financial assistance for grandparents and relatives raising children. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Kinship caregivers raising a relative's child,"3366 Main St, Houston, TX, 77080",29.656115,-95.481934,Mon-Fri 10:00-19:00,713-317-4571,,0.0,2026-07-05
2067,Kindred Parent & Child Center,childcare,"Free bilingual early childhood education classes for children ages 2-5. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Income-based; ages 2-5,"4298 Broadway St, Houston, TX, 77022",29.792168,-95.23068,Mon-Fri 10:00-19:00,713-317-3683,,0.0,2026-07-05
2068,Guiding Star Family Support Program,childcare,"Training, respite care, and support groups for foster and adoptive families. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Licensed foster or adoptive parents,"1871 Main St, Houston, TX, 77040",29.783139,-95.247392,"Tue,Thu 09:00-13:00",713-606-4249,,1.0,2026-07-05
2069,Harbor Parent & Child Center,childcare,"Helps families find childcare providers equipped to support children with disabilities. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Families of children with disabilities,"9800 Airline Dr, Houston, TX, 77014",29.819558,-95.429325,Mon-Fri 10:00-19:00,713-814-2983,,1.0,2026-07-05
2070,Serenity Counseling Center,mental_health,"24/7 phone counseling for mental health crises including suicide prevention and emotional support. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Free; open to anyone; no eligibility requirements,"5788 Griggs Rd, Houston, TX, 77085",29.721571,-95.368012,24/7,713-212-7882,,0.0,2026-07-05
2071,Threshold Therapy Access Program,mental_health,"Group of independent therapists offering sliding-scale individual therapy for adults. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Sliding scale fee; no insurance required,"1829 Griggs Rd, Houston, TX, 77047",29.801076,-95.271188,Mon-Fri 10:00-19:00,713-356-8135,,1.0,2026-07-05
2072,Guiding Star Wellness Collective,mental_health,"Counseling services specifically for children and teenagers dealing with anxiety and family issues. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Ages 5-18; parental consent required; sliding scale,"8648 Telephone Rd, Houston, TX, 77079",29.85286,-95.358348,"Tue,Thu 09:00-13:00",713-676-8136,,0.0,2026-07-05
2073,Alcove Wellness Collective,mental_health,"Free peer support groups for individuals in recovery from substance use. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Free; open to anyone in or seeking recovery,"5380 Airline Dr, Houston, TX, 77012",29.694078,-95.384559,"Tue,Thu 09:00-13:00",713-783-7209,,0.0,2026-07-05
2074,Compass Mental Health Support Center,mental_health,"Free and low-cost individual and group counseling for those experiencing grief. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Sliding scale; open to all ages,"570 Hillcroft Ave, Houston, TX, 77042",29.664952,-95.456164,24/7,713-548-5581,,0.0,2026-07-05
2075,Open Door Behavioral Health Clinic,mental_health,"Counseling and support groups specifically for veterans dealing with PTSD, anxiety, or depression. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Must be a veteran,"9206 Main St, Houston, TX, 77067",29.894819,-95.494116,Mon-Fri 10:00-19:00,713-616-9004,,1.0,2026-07-05
2076,Serenity Wellness Collective,mental_health,"Non-crisis phone support staffed by people with lived mental health experience. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Free; open to anyone; not for emergencies,"7900 Hillcroft Ave, Houston, TX, 77058",29.84828,-95.491884,Mon-Fri 08:00-18:00,713-614-4986,,0.0,2026-07-05
2077,Horizon Therapy Access Program,mental_health,"Outpatient mental health services including therapy and medication management on a sliding scale. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Sliding scale; no insurance required,"9628 Broadway St, Houston, TX, 77061",29.776442,-95.416673,Mon-Fri 10:00-19:00,713-763-6419,,0.0,2026-07-05
2078,Foothill Therapy Access Program,mental_health,"Free or low-cost video counseling sessions for residents in areas with limited in-person access. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Sliding scale; internet access required,"7534 Telephone Rd, Houston, TX, 77040",29.685821,-95.483603,Mon-Fri 08:00-18:00,713-523-2958,,1.0,2026-07-05
2079,Bridgepoint Behavioral Health Clinic,mental_health,"Therapy services from clinicians trained in LGBTQ+ affirming care. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Sliding scale; open to all ages,"3238 Cullen Blvd, Houston, TX, 77095",29.75566,-95.302424,Mon-Sat 08:00-16:00,713-811-5636,,1.0,2026-07-05
2080,Threshold Mental Health Support Center,mental_health,"Free counseling and support groups for new parents experiencing postpartum depression or anxiety. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",New parents; free and confidential,"3280 Gessner Rd, Houston, TX, 77030",29.718664,-95.42912,Mon-Fri 10:00-19:00,713-746-3073,,0.0,2026-07-05
2081,Compass Behavioral Health Clinic,mental_health,"On-campus counseling services for students during the school day. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Currently enrolled students; parental consent required,"845 Oak Ave, Houston, TX, 77071",29.698041,-95.236573,Mon-Fri 10:00-19:00,713-970-9042,,1.0,2026-07-05
2082,New Leaf Counseling Center,mental_health,"Specialized counseling for survivors of violent crime and traumatic events. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Survivors of violent crime; free services often available,"300 Gessner Rd, Houston, TX, 77061",29.754014,-95.417588,Mon-Fri 09:00-17:00,713-458-8827,,1.0,2026-07-05
2083,Evergreen Mental Health Support Center,mental_health,"Low-cost counseling integrating mental health support with spiritual care, open to all faiths. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.","Sliding scale; open to all, regardless of faith background","1170 Wayside Dr, Houston, TX, 77063",29.632625,-95.330966,Mon-Fri 09:00-17:00,713-355-3444,,0.0,2026-07-05
2084,Unity Community Services Center,other,"Meal delivery, transportation assistance, and social programs for adults 60 and older. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Ages 60+; free or low-cost depending on program,"1495 Airline Dr, Houston, TX, 77016",29.777822,-95.394948,Mon-Sat 08:00-16:00,713-833-4697,,0.0,2026-07-05
2085,Open Door Outreach Center,other,"One-stop center connecting veterans to benefits, housing assistance, job placement, and counseling. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Must be a veteran or active military family member,"7481 Lockwood Dr, Houston, TX, 77039",29.86845,-95.222791,24/7,713-782-1986,,1.0,2026-07-05
2086,Haven Outreach Center,other,"Independent living skills training, equipment loans, and advocacy for people with disabilities. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Individuals with disabilities; no income requirement,"3504 Cullen Blvd, Houston, TX, 77034",29.808528,-95.472683,Mon-Fri 08:00-18:00,713-765-2229,,1.0,2026-07-05
2087,Cornerstone Community Resource Center,other,"Case management, English classes, and job placement help for newly arrived refugees. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Must have refugee or asylee status,"143 Griggs Rd, Houston, TX, 77058",29.817211,-95.378826,Mon-Fri 09:00-17:00,713-437-5720,,0.0,2026-07-05
2088,Harbor Support Network,other,"Case management, job placement, and housing help for people recently released from incarceration. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Must have been recently incarcerated,"7538 Elm St, Houston, TX, 77088",29.680427,-95.440434,Mon-Fri 10:00-19:00,713-803-4241,,0.0,2026-07-05
2089,Kindred Resource Hub,other,"Free or low-cost rides to medical appointments for people without reliable transportation. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Income-based; medical appointments prioritized,"1980 Airline Dr, Houston, TX, 77083",29.655097,-95.44011,Mon-Fri 08:00-18:00,713-273-1977,,1.0,2026-07-05
2090,Gateway Community Services Center,other,"Free interpretation services for non-English speakers accessing local health and social services. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Free; open to anyone needing language access,"5139 Gessner Rd, Houston, TX, 77057",29.647706,-95.313197,Mon-Fri 10:00-19:00,713-612-5460,,0.0,2026-07-05
2091,Bridgepoint Outreach Center,other,"Phone service that helps callers figure out which local program fits their specific need. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Free; open to anyone; similar to 211,"7272 Elm St, Houston, TX, 77077",29.622358,-95.390191,24/7,713-818-5102,,1.0,2026-07-05
2092,Horizon Community Resource Center,other,"Free clothing, shoes, and interview attire for individuals and families in need. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",No documentation required; open to all,"1596 Airline Dr, Houston, TX, 77087",29.861188,-95.34724,Mon-Fri 09:00-17:00,713-983-5415,,1.0,2026-07-05
2093,Evergreen Outreach Center,other,"Free computer and internet access, plus digital literacy classes. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Free; open to all; ID may be requested for equipment loans,"2970 Hillcroft Ave, Houston, TX, 77067",29.805853,-95.244978,Mon-Fri 08:00-18:00,713-799-8141,,0.0,2026-07-05
2094,Hearth Support Network,other,"Free or low-cost eye exams and prescription glasses for uninsured residents. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",No insurance required; income-based discount on glasses,"1594 Hillcroft Ave, Houston, TX, 77045",29.732904,-95.423483,Mon-Fri 09:00-17:00,713-364-6403,,0.0,2026-07-05
2095,Hearth Community Resource Center,other,"Free minor home repairs and accessibility modifications for low-income homeowners. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Homeowners; income-based; seniors and people with disabilities prioritized,"8217 Gessner Rd, Houston, TX, 77085",29.893958,-95.27573,Mon-Sat 08:00-16:00,713-237-8451,,1.0,2026-07-05
2096,Lighthouse Outreach Center,other,"Free pet food and low-cost veterinary care for low-income pet owners. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.",Income-based; proof of pet ownership,"5253 Telephone Rd, Houston, TX, 77042",29.645176,-95.288036,Mon-Sat 08:00-16:00,713-201-9889,,0.0,2026-07-05
2097,Compass Community Services Center,other,"Helps residents without government ID obtain a recognized community identification card. PLACEHOLDER ENTRY — this is a sample used to fill out the dataset for testing; replace with a real, verified local organization before using this in a live demo.","Open to all residents, including those without other forms of ID","6870 Oak Ave, Houston, TX, 77025",29.765932,-95.33301,"Tue,Thu 09:00-13:00",713-840-8242,,1.0,2026-07-05
